filepath,water_fraction,water_pixels,total_pixels,error
data/raw/external/river_water_dataset\2020\images\DJI_6312.JPG,0.2309380457762662,1205940,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6313.JPG,0.1305473848699329,681708,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6327.JPG,0.1793035894843276,936309,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6328.JPG,0.27591652112632903,1440814,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6329.JPG,0.2933409550510157,1531803,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6330.JPG,0.3092902610534056,1615089,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6331.JPG,0.3085514523393694,1611231,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6332.JPG,0.3195117887673499,1668465,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6333.JPG,0.16981167846309403,886743,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6334.JPG,0.059633046848668686,311399,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6335.JPG,0.013687877255875234,71477,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6344.JPG,0.1320981554677207,689806,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6345.JPG,0.250831303428624,1309821,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6346.JPG,0.2607895180316818,1361822,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6347.JPG,0.25521379109599535,1332706,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6348.JPG,0.25747598584428716,1344519,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6349.JPG,0.2525917670128995,1319014,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6350.JPG,0.16243891135827435,848243,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6351.JPG,0.03426191898765205,178913,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6366.JPG,0.024641894169194472,128678,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6367.JPG,0.11480643135092074,599510,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6368.JPG,0.2122860940037381,1108541,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6369.JPG,0.25952063608787573,1355196,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6370.JPG,0.255862977602108,1336096,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6371.JPG,0.25153679106535526,1313505,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6372.JPG,0.24518414682722064,1280332,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6373.JPG,0.20118174924165824,1050555,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6374.JPG,0.08230535894843276,429792,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6380.JPG,0.040128152097312866,209546,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6381.JPG,0.14197498238195913,741382,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6382.JPG,0.22141760118883475,1156225,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6383.JPG,0.2300496752152465,1201301,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6384.JPG,0.2198402120292919,1147988,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6385.JPG,0.21907191224683642,1143976,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6386.JPG,0.21293489750896222,1111929,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6387.JPG,0.16977701688267915,886562,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6388.JPG,0.062019716885743176,323862,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6399.JPG,0.025956161718295186,135541,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6400.JPG,0.10053926525109538,525008,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6401.JPG,0.19118083003952568,998331,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6402.JPG,0.215590242669363,1125795,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6403.JPG,0.22177417501608604,1158087,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6404.JPG,0.22053306063670067,1151606,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6405.JPG,0.21286308484235683,1111554,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6406.JPG,0.18081605999325917,944207,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6407.JPG,0.09504894751355823,496338,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6408.JPG,0.0156547783190857,81748,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6412.JPG,0.22819097190305482,1191595,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6413.JPG,0.24772535772282991,1293602,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6414.JPG,0.2448687455954898,1278685,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6415.JPG,0.19992742133161748,1044005,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6416.JPG,0.14228770260747006,743015,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6417.JPG,0.048986771149309064,255805,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6418.JPG,0.09809552808162515,512247,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6419.JPG,0.1402189233079021,732212,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6420.JPG,0.17112403100775195,893596,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6421.JPG,0.04743351104574563,247694,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6422.JPG,0.19936728253209549,1041080,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6423.JPG,0.24532049514354873,1281044,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6424.JPG,0.24266495848270367,1267177,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6425.JPG,0.24402307963354475,1274269,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6426.JPG,0.23600553053283083,1232402,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6427.JPG,0.19354662652817353,1010685,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6428.JPG,0.10359120783160217,540945,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6429.JPG,0.03775737659711371,197166,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6430.JPG,0.02629339400067408,137302,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6442.JPG,0.1516618408554708,791966,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6443.JPG,0.21971994975028342,1147360,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6444.JPG,0.2242609997855195,1171073,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6445.JPG,0.23219333118852836,1212495,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6446.JPG,0.22043022489812175,1151069,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6447.JPG,0.22101525875540032,1154124,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6448.JPG,0.13813041946257315,721306,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6449.JPG,0.022251202622790085,116194,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6474.JPG,0.0884195851334375,461720,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6475.JPG,0.1932227992768943,1008994,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6476.JPG,0.2250484496124031,1175185,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6477.JPG,0.224503247847535,1172338,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6478.JPG,0.22872468364126605,1194382,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6479.JPG,0.23474373410546312,1225813,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6480.JPG,0.18758521769770506,979555,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6481.JPG,0.1029286162943898,537485,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6482.JPG,0.026033910898673285,135947,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6493.JPG,0.0355233324141312,185500,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6494.JPG,0.1044359162913258,545356,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6495.JPG,0.1934954959095505,1010418,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6496.JPG,0.2559619833318013,1336613,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6497.JPG,0.2667591613812544,1392995,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6498.JPG,0.26670324325152434,1392703,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6499.JPG,0.25258678800134815,1318988,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6500.JPG,0.19835922419340013,1035816,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6501.JPG,0.11242608082850752,587080,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6502.JPG,0.05641813739007875,294611,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6503.JPG,0.007852284217299384,41004,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6516.JPG,0.003952377669516193,20639,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6517.JPG,0.04801279988969574,250719,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6518.JPG,0.11727161657015044,612383,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6519.JPG,0.1866166084505316,974497,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6520.JPG,0.241839974568741,1262869,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6521.JPG,0.28478969421209055,1487149,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6522.JPG,0.3180491083739314,1660827,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6523.JPG,0.28578760302723905,1492360,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6524.JPG,0.2203067071115605,1150424,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6525.JPG,0.15755794803443943,822755,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6526.JPG,0.10554298035971443,551137,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6527.JPG,0.059193744829488006,309105,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6528.JPG,0.013006901676011888,67921,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6536.JPG,0.013553060943101387,70773,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6537.JPG,0.08724836841621472,455604,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6538.JPG,0.1766748628856819,922582,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6539.JPG,0.22419129362380122,1170709,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6540.JPG,0.2984362073720011,1558410,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6541.JPG,0.34570809204277353,1805260,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6542.JPG,0.3437616815271011,1795096,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6543.JPG,0.29099201060146457,1519537,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6544.JPG,0.21138661641695008,1103844,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6545.JPG,0.15555408738548274,812291,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6546.JPG,0.09217950485645127,481354,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6547.JPG,0.026424188804118027,137985,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6562.JPG,0.01371296381407605,71608,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6563.JPG,0.05630993963905996,294046,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6564.JPG,0.11492611912859638,600135,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6565.JPG,0.18057400343168797,942943,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6566.JPG,0.2694133575389895,1406855,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6567.JPG,0.3310221144713056,1728571,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6568.JPG,0.3234239513435671,1688894,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6569.JPG,0.2920724561080982,1525179,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6570.JPG,0.26205227196127096,1368416,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6571.JPG,0.1818515028954867,949614,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6572.JPG,0.09472780126849895,494661,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6573.JPG,0.029687739375555352,155027,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6579.JPG,0.007842709195085333,40954,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6580.JPG,0.02320544933664246,121177,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6582.JPG,0.04322777828844563,225732,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6583.JPG,0.16888290130833103,881893,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6584.JPG,0.21872548794313204,1142167,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6585.JPG,0.27336841621472563,1427508,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6586.JPG,0.28121859392713794,1468501,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6587.JPG,0.2852062076784018,1489324,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6588.JPG,0.27475756043754024,1434762,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6589.JPG,0.20170665195943255,1053296,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6590.JPG,0.10212986794129363,533314,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6591.JPG,0.037425123326286114,195431,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6611.JPG,0.030829465024358856,160989,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6612.JPG,0.08724300640377486,455576,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6613.JPG,0.1465686950393725,765370,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6614.JPG,0.22333164812942366,1166220,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6615.JPG,0.01671913778839967,87306,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6616.JPG,0.14673778993167264,766253,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6617.JPG,0.25394701565707634,1326091,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6618.JPG,0.25849457670741793,1349838,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6619.JPG,0.26738881484205046,1396283,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6620.JPG,0.2708360143395533,1414284,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6621.JPG,0.2628774473756779,1372725,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6622.JPG,0.20613701473787419,1076431,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6623.JPG,0.06762857339829029,353151,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6646.JPG,0.07132587247602415,372458,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6647.JPG,0.197435809051077,1030994,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6648.JPG,0.3277388393541073,1711426,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6649.JPG,0.30990057296932927,1618276,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6650.JPG,0.4064298189171799,2122344,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6651.JPG,0.29730616325029874,1552509,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6652.JPG,0.2989925161626375,1561315,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6653.JPG,0.14501543493580904,757259,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6654.JPG,0.040116853571100286,209487,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6663.JPG,0.14732014278273126,769294,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6664.JPG,0.30349928761834727,1584849,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6665.JPG,0.3633770720348071,1897526,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6666.JPG,0.4651792827159359,2429129,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6667.JPG,0.5216056546251188,2723783,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6668.JPG,0.5576274626957135,2911886,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6669.JPG,0.4502535465882281,2351188,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6670.JPG,0.2723959769586665,1422430,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6671.JPG,0.15279648098783588,797891,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6672.JPG,0.09721922204859515,507671,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6681.JPG,0.022316695774734198,116536,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6682.JPG,0.07058993626865215,368615,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6683.JPG,0.1229051766400098,641801,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6684.JPG,0.2684581533229157,1401867,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6685.JPG,0.4106058691056163,2144151,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6686.JPG,0.4918729126451573,2568521,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6687.JPG,0.47512370928700554,2481058,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6688.JPG,0.44635019303244783,2330805,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6689.JPG,0.43559227257407235,2274628,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6690.JPG,0.2747910730152894,1434937,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6691.JPG,0.13735101265434935,717236,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6705.JPG,0.1486118132794068,776039,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6706.JPG,0.30014171032876796,1567316,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6707.JPG,0.35403970187210837,1848767,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6708.JPG,0.41112426080828507,2146858,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6709.JPG,0.4240223902319453,2214211,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6710.JPG,0.41474247020253086,2165752,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6711.JPG,0.32762336458620583,1710823,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6712.JPG,0.17658677268131262,922122,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6713.JPG,0.0651974752581426,340456,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6720.JPG,0.057781046052026844,301728,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6721.JPG,0.18905555810889482,987233,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6722.JPG,0.278417325428195,1453873,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6723.JPG,0.3349451925728468,1749057,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6724.JPG,0.3345583616753991,1747037,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6725.JPG,0.32125731531697155,1677580,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6726.JPG,0.313954828875203,1639447,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6727.JPG,0.21477732328339003,1121550,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6728.JPG,0.08198976621625763,428144,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6729.JPG,0.007965843980758036,41597,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6741.JPG,0.09973572938689218,520812,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6742.JPG,0.22609499954039894,1180650,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6743.JPG,0.30124322088427247,1573068,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6744.JPG,0.29359277813524526,1533118,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6745.JPG,0.30432791004075127,1589176,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6746.JPG,0.30047377209915127,1569050,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6747.JPG,0.2538097098385268,1325374,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6748.JPG,0.1359543999142078,709943,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6749.JPG,0.02884054141005607,150603,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6759.JPG,0.04779544688543677,249584,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6760.JPG,0.1471571759046481,768443,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6761.JPG,0.277690964243037,1450080,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6762.JPG,0.3304830407206545,1725756,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6763.JPG,0.3126300288016668,1632529,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6764.JPG,0.3606334451695928,1883199,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6765.JPG,0.34367703833072893,1794654,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6766.JPG,0.2800062046143947,1462170,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6767.JPG,0.1387296243527285,724435,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6768.JPG,0.04562095934062567,238229,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6769.JPG,0.030296136287036184,158204,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6772.JPG,0.022738762753929588,118740,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6773.JPG,0.03533068296718448,184494,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6775.JPG,0.043688145356497225,228136,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6776.JPG,0.10599492140821767,553497,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6777.JPG,0.24433043784661582,1275874,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6778.JPG,0.3184995174188804,1663179,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6779.JPG,0.33838664705702115,1767028,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6780.JPG,0.3377190765082575,1763542,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6781.JPG,0.38798066611514537,2026004,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6782.JPG,0.324982956460459,1697035,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6783.JPG,0.23004833471213654,1201294,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6784.JPG,0.08134555872169623,424780,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6792.JPG,0.10502554615926708,548435,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6793.JPG,0.22096048962833595,1153838,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6794.JPG,0.2629483025400619,1373095,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6795.JPG,0.38024117565952753,1985589,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6796.JPG,0.3235338725985844,1689468,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6797.JPG,0.426121618102154,2225173,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6798.JPG,0.3923604727762968,2048875,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6799.JPG,0.2793824876673714,1458913,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6800.JPG,0.1292156907804026,674754,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6801.JPG,0.01743037043845942,91020,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6815.JPG,0.14362054569966604,749975,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6816.JPG,0.30604662652817355,1598151,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6817.JPG,0.3771808070594724,1969608,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6818.JPG,0.4174870545699666,2180084,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6819.JPG,0.40102452737690353,2094118,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6820.JPG,0.366448164659742,1913563,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6821.JPG,0.2283244477127187,1192292,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6822.JPG,0.10959129975181542,572277,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6823.JPG,0.03255756503355088,170013,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6824.JPG,0.04546277997364954,237403,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6825.JPG,0.021624613169102552,112922,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6826.JPG,0.021654678738854675,113079,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6828.JPG,0.05178267763581212,270405,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6829.JPG,0.14350430492998745,749368,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6830.JPG,0.29665793424640746,1549124,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6831.JPG,0.30696755216472105,1602960,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6832.JPG,0.40595738732113856,2119877,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6833.JPG,0.41228590250329383,2152924,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6834.JPG,0.3576649967827925,1867698,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6835.JPG,0.25348224407880626,1323664,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6836.JPG,0.09725828813922849,507875,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6847.JPG,0.026947559518338084,140718,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6848.JPG,0.11339775408278947,592154,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6849.JPG,0.22903951037166406,1196026,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6850.JPG,0.3800619312436805,1984653,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6851.JPG,0.4174579465024359,2179932,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6852.JPG,0.4188281321812667,2187087,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6853.JPG,0.38903908907068663,2031531,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6854.JPG,0.30492328492202103,1592285,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6855.JPG,0.15463392775071239,807486,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6856.JPG,0.019307074792413517,100820,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6864.JPG,0.04119346906884824,215109,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6865.JPG,0.14769299414774642,771241,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6866.JPG,0.2833124597849067,1479435,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6867.JPG,0.3873904617458713,2022922,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6868.JPG,0.40598209087845083,2120006,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6869.JPG,0.39552137910959956,2065381,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6870.JPG,0.3658830468486687,1910612,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6871.JPG,0.25141595428501395,1312874,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6872.JPG,0.12778460796029048,667281,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6873.JPG,0.02353980911235714,122923,5221920,
