filepath,water_fraction,water_pixels,total_pixels,error
data/raw/external/river_water_dataset\2023\images\DJI_12341.JPG,0.14270096056622852,745173,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12342.JPG,0.17721508563899868,925403,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12343.JPG,0.03216173361522199,167946,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12344.JPG,0.16731298066611514,873695,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12345.JPG,0.14699133651990073,767577,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12346.JPG,0.3065052700922266,1600546,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12347.JPG,0.5020682047982351,2621760,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12348.JPG,0.48892380580322947,2553121,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12349.JPG,0.5522514707234121,2883813,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12350.JPG,0.43050946778196525,2248086,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12351.JPG,0.26962056101970155,1407937,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12352.JPG,0.15164173330882127,791861,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12353.JPG,0.029015381315684652,151516,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12354.JPG,0.03911262524129056,204243,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12360.JPG,0.2038604574562613,1064543,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12361.JPG,0.2828626252412906,1477086,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12362.JPG,0.34020130526702824,1776504,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12363.JPG,0.5075163924380305,2650210,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12364.JPG,0.4121064665870025,2151987,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12365.JPG,0.05558453595612342,290258,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12366.JPG,0.4509249471458774,2354694,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12367.JPG,0.3941762799889696,2058357,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12368.JPG,0.2776482596439624,1449857,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12369.JPG,0.26636639397003403,1390944,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12370.JPG,0.17133525599779392,894699,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12371.JPG,0.3894228559610258,2033535,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12372.JPG,0.49793217820265345,2600162,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12373.JPG,0.5047810000919202,2635926,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12374.JPG,0.5553384578852223,2899933,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12375.JPG,0.372034424119864,1942734,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12376.JPG,0.06397723442718387,334084,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12377.JPG,0.27966954683334866,1460412,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12378.JPG,0.18386685357110027,960138,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12379.JPG,0.005561172901921132,29040,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12384.JPG,0.004837109722094555,25259,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12385.JPG,0.10651733462021631,556225,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12386.JPG,0.20162909427949874,1052891,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12387.JPG,0.04252612066059993,222068,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12388.JPG,0.34310828201121424,1791684,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12389.JPG,0.566306454330974,2957207,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12390.JPG,0.6076732313018967,3173221,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12391.JPG,0.5156731623617367,2692804,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12392.JPG,0.3530814336489261,1843763,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12393.JPG,0.1254724315960413,655207,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12394.JPG,0.1425598247387934,744436,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12395.JPG,0.11390695376413273,594813,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12396.JPG,0.04229670312835126,220870,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12397.JPG,0.23348691668964672,1219250,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12398.JPG,0.2985380856083586,1558942,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12399.JPG,0.03895176486809449,203403,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12400.JPG,0.49215441829825046,2569991,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12401.JPG,0.6312846615804149,3296518,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12402.JPG,0.5894169194472532,3077888,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12403.JPG,0.356569614241505,1861978,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12404.JPG,0.13826159726690565,721991,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12405.JPG,0.03147328951803168,164351,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12406.JPG,0.01387133468149646,72435,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12407.JPG,0.13736882219566748,717329,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12408.JPG,0.40776821552226,2129333,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12409.JPG,0.5923415142323131,3093160,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12410.JPG,0.027118952415969604,141613,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12411.JPG,0.5558168259950363,2902431,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12412.JPG,0.3997807319912982,2087623,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12413.JPG,0.15923664092900697,831521,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12414.JPG,0.0101104574562613,52796,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12421.JPG,0.027185977571467967,141963,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12423.JPG,0.014275017618040875,74543,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12424.JPG,0.250461324570273,1307889,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12425.JPG,0.49647696632656185,2592563,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12426.JPG,0.5337959984067163,2787440,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12427.JPG,0.48829625884732053,2549844,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12428.JPG,0.24794117872353463,1294729,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12429.JPG,0.015475916904127217,80814,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12430.JPG,0.026152832674571806,136568,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12431.JPG,0.046528096945184914,242966,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12432.JPG,0.03573647240861599,186613,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12434.JPG,0.10844019058124214,566266,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12435.JPG,0.34096807304592947,1780508,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12436.JPG,0.5062578515182156,2643638,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12437.JPG,0.508863215062659,2657243,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12438.JPG,0.3752230980175874,1959385,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12439.JPG,0.12668635291233876,661546,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12443.JPG,0.022272842172993843,116307,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12449.JPG,0.05200328614762386,271557,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12450.JPG,0.2910605677605172,1519895,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12451.JPG,0.4325594800379937,2258791,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12452.JPG,0.4663106673407482,2435037,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12453.JPG,0.37464476667585866,1956365,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12454.JPG,0.04954537794527683,258722,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12455.JPG,0.12327821950546926,643749,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12457.JPG,0.04747832214970739,247928,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12458.JPG,0.05062352544657903,264352,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12459.JPG,0.05829886325336275,304432,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12460.JPG,0.08357481539357171,436421,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12461.JPG,0.054785404602138675,286085,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12462.JPG,0.10865179857217269,567371,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12463.JPG,0.07467444924472225,389944,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12464.JPG,0.07855386524496737,410202,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12465.JPG,0.048117167631828904,251264,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12466.JPG,0.2152943744829488,1124250,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12467.JPG,0.37735564696510093,1970521,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12468.JPG,0.3814426494469467,1991863,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12469.JPG,0.33647164261421086,1757028,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12470.JPG,0.16563716027821185,864944,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12476.JPG,0.0634479271991911,331320,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12478.JPG,0.03991194809571958,208417,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12479.JPG,0.18330001225602843,957178,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12480.JPG,0.2900802769862426,1514776,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12481.JPG,0.3599995786990226,1879889,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12482.JPG,0.36249463798756015,1892918,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12483.JPG,0.2908031911634035,1518551,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12484.JPG,0.24484768054661887,1278575,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12485.JPG,0.25379994331586847,1325323,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12486.JPG,0.21839208566963875,1140426,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12487.JPG,0.0375040215093299,195843,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12488.JPG,0.12418286760425284,648473,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12489.JPG,0.11247472194135491,587334,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12490.JPG,0.1790573199129822,935023,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12491.JPG,0.11324646873180745,591364,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12492.JPG,0.28105773355394187,1467661,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12493.JPG,0.3976912706437479,2076712,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12494.JPG,0.49551486809449397,2587539,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12495.JPG,0.49406137972240094,2579949,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12496.JPG,0.4759569277200723,2485409,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12497.JPG,0.40283631308024637,2103579,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12498.JPG,0.06232899010325704,325477,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12499.JPG,0.28083865704568434,1466517,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12500.JPG,0.18093134326071636,944809,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12501.JPG,0.061107983270521186,319101,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12504.JPG,0.15040234243343445,785389,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12505.JPG,0.3174508609859975,1657703,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12506.JPG,0.490291118975396,2560261,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12507.JPG,0.6042965039678893,3155588,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12508.JPG,0.5875040215093299,3067899,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12509.JPG,0.3232110028495266,1687782,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12510.JPG,0.03531344792719919,184404,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12511.JPG,0.5248642261850047,2740799,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12512.JPG,0.476957709041885,2490635,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12513.JPG,0.3307463538315409,1727131,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12514.JPG,0.21097086895241596,1101673,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12515.JPG,0.11261126175812727,588047,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12516.JPG,0.018102153996997272,94528,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12517.JPG,0.0019640285565462514,10256,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12518.JPG,0.0019651775592119374,10262,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12519.JPG,0.0021273784355179703,11109,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12520.JPG,0.0021767855501424764,11367,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12521.JPG,0.11075428194993413,578350,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12523.JPG,0.04030873701626988,210489,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12524.JPG,0.1237632901308331,646282,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12525.JPG,0.2348408248307136,1226320,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12526.JPG,0.37894165364463644,1978803,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12527.JPG,0.5694012930109997,2973368,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12528.JPG,0.6206696004534731,3241087,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12529.JPG,0.6570004902411374,3430804,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12530.JPG,0.603422112939302,3151022,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12531.JPG,0.3949482182798664,2062388,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12532.JPG,0.3952301069338481,2063860,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12533.JPG,0.2901877087354843,1515337,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12534.JPG,0.12228299169654074,638552,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12535.JPG,0.15587216962343353,813952,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12536.JPG,0.21109438673897724,1102318,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12537.JPG,0.13613230382694488,710872,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12538.JPG,0.30743155774121395,1605383,5221920,
